age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
3,Self-emp-inc,308241,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,0
0,Private,176570,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,3,United-States,0
1,Private,415500,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,0
2,Private,79586,HS-grad,9,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,3,United-States,0
1,Private,144556,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,0
2,Private,79649,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,0
1,Private,163516,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
0,,218875,Some-college,10,Never-married,,Other-relative,White,Female,0,0,0,United-States,0
3,Private,275181,5th-6th,3,Divorced,Other-service,Not-in-family,White,Male,0,0,2,Cuba,0
3,,114648,12th,8,Divorced,,Other-relative,Black,Male,0,0,2,United-States,0
0,Private,194612,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,0
0,State-gov,51979,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
1,Self-emp-inc,281832,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,Cuba,1
0,Private,198996,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
0,Private,112269,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,2,United-States,0
3,Private,92968,Bachelors,13,Never-married,Sales,Unmarried,White,Female,0,0,1,United-States,0
0,Private,235894,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
2,Private,326232,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,1
1,Private,203171,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,0,0,3,United-States,0
0,Private,41163,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,0
1,Self-emp-not-inc,442612,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,1
1,Self-emp-not-inc,227890,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,2,United-States,0
0,Private,244698,5th-6th,3,Never-married,Farming-fishing,Other-relative,White,Male,0,0,1,Mexico,0
3,State-gov,104280,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,3,United-States,0
4,Private,180920,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,1
1,State-gov,176727,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,369131,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,1
0,Private,84648,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,0
2,Local-gov,278303,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,0
4,Self-emp-not-inc,128986,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,0
1,Private,276309,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,0,United-States,0
4,Self-emp-not-inc,197015,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,0
1,Private,232650,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,1
1,Private,236379,11th,7,Never-married,Transport-moving,Unmarried,White,Male,0,0,1,United-States,0
2,Self-emp-inc,196123,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,1
3,Private,127117,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,0
0,Private,202084,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,2,United-States,0
4,Self-emp-not-inc,45795,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,0
3,Private,123425,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,2,United-States,0
3,Private,157229,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,2,India,0
2,,214896,9th,5,Divorced,,Unmarried,White,Female,0,0,2,Mexico,0
1,Private,51944,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,2,0,2,United-States,1
1,Private,59496,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,0
1,Private,192237,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,0
1,Private,178623,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,1,United-States,0
4,Private,316849,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,0
2,Self-emp-not-inc,188563,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,0
0,Private,171306,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,0
3,Private,185283,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,0
3,Private,175925,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,0
2,Private,286750,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,3,2,United-States,1
1,State-gov,158291,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,0
4,Private,98418,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,0
4,Federal-gov,67153,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,Portugal,1
3,Private,162951,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,1
0,State-gov,81993,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,3,United-States,0
2,Private,220696,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,0
3,Private,173754,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,1
1,Federal-gov,207723,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,2,,0
4,Self-emp-inc,139272,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4,0,3,United-States,1
3,Self-emp-inc,114758,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4,0,3,United-States,1
2,Private,170230,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
3,Federal-gov,239321,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,1
1,Private,211208,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,0
0,,112780,Some-college,10,Never-married,,Own-child,White,Female,0,0,1,United-States,0
3,Private,171199,Bachelors,13,Divorced,Machine-op-inspct,Unmarried,Other,Female,0,0,2,Puerto-Rico,0
2,Private,63042,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Female,0,0,3,United-States,1
3,Private,42251,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,1
0,Private,250630,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,0
0,Private,86745,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,2,Philippines,0
3,Private,60193,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
1,Private,59083,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,0
2,Private,205195,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,1
2,State-gov,344519,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,1
0,Private,96483,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,2,United-States,0
1,Private,140092,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,0
0,Private,265148,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,2,Jamaica,0
2,Private,145711,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,3,United-States,1
0,Private,320451,Some-college,10,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Male,0,0,1,India,0
1,Private,83253,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,0
0,,133515,Assoc-acdm,12,Never-married,,Own-child,White,Female,1,0,2,United-States,0
0,,77873,9th,5,Never-married,,Not-in-family,White,Male,0,0,1,United-States,0
0,Private,170800,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,2,United-States,0
0,Private,41506,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,0
3,Private,159650,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,3,United-States,1
1,Private,354464,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,0
1,State-gov,271243,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,2,Jamaica,0
4,Private,113324,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,0
2,Private,187167,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,0
2,Private,180342,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,0
1,Private,297735,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,1
0,Private,260327,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
2,Federal-gov,92775,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,0
3,Private,128143,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,3,United-States,1
2,Private,154897,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,3,United-States,0
1,Private,187577,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,0
2,Private,377622,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,0
1,Private,203488,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,1
2,Federal-gov,186934,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2,3,United-States,1
1,Private,105821,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,0
3,State-gov,355320,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,Germany,1
4,Private,151910,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
1,Private,270059,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,1,United-States,0
0,Private,245361,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,2,United-States,0
4,Private,34632,12th,8,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,0
1,Private,196491,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,0
1,Private,25955,11th,7,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,2,United-States,0
3,State-gov,261839,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,0
0,Private,213902,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,2,Mexico,0
0,Private,208066,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
1,Private,107236,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,0
3,Self-emp-inc,136878,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,1
3,State-gov,153451,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,2,2,United-States,1
3,Private,72393,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,0
2,Private,285890,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,3,United-States,1
3,Private,175622,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,0
0,Private,203319,11th,7,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,0
2,Local-gov,212847,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,0
1,Private,22201,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,1
2,Private,114988,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,0
1,Private,220915,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,0
2,Private,187294,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,1
1,Private,544319,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,0
0,Private,387568,10th,6,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,0
2,Private,130620,12th,8,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,1,,0
1,Private,113870,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,,0
0,,114813,10th,6,Separated,,Unmarried,White,Female,0,0,2,United-States,0
1,Private,181091,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,2,United-States,1
2,Private,149169,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,0
0,Private,138107,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,1,United-States,0
1,Federal-gov,245372,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,136629,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,1
1,Private,49469,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,1
3,Private,91262,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,2,Philippines,0
0,Private,22201,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,2,Thailand,0
1,Private,142616,HS-grad,9,Separated,Other-service,Own-child,Black,Female,0,0,1,United-States,0
1,Private,33798,12th,8,Never-married,Transport-moving,Not-in-family,White,Male,0,0,3,United-States,0
3,Private,159726,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,1
1,State-gov,182271,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,46406,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,England,1
1,Local-gov,205704,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,0
2,Local-gov,93535,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,0
4,Private,187487,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,1
2,State-gov,310049,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,2,Philippines,1
1,Private,65876,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
0,Private,340543,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
0,Private,161631,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
1,Private,212102,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,1,United-States,0
2,State-gov,86805,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,2,0,2,United-States,1
2,Private,181146,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,2,India,0
1,Private,114483,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,0
3,Private,109814,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,2,United-States,1
0,Private,212803,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,0
2,State-gov,200904,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,1,United-States,1
0,Private,39764,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,0
2,Private,154410,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,3,2,United-States,1
4,Private,166187,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Male,0,0,2,United-States,1
2,Private,186934,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,0
2,Private,288103,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,0
2,Private,26698,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,0
0,Private,64292,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,0
2,Private,193144,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,0
1,Private,352105,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,2,United-States,0
2,Local-gov,214242,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
4,State-gov,173422,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,0
2,Private,283116,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,1,0,3,United-States,0
1,Private,330466,Bachelors,13,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Male,0,0,2,United-States,0
3,Private,145333,Doctorate,16,Divorced,Prof-specialty,Other-relative,White,Male,4,0,3,United-States,1
3,Private,162187,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
0,Private,376683,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,1,United-States,0
1,Private,316471,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,0
2,Federal-gov,189632,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,1
0,State-gov,231929,12th,8,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,0
1,Private,178841,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,0
1,Private,243357,11th,7,Separated,Other-service,Unmarried,Black,Female,0,0,2,United-States,0
4,,169611,Some-college,10,Married-civ-spouse,,Wife,White,Female,2,0,0,United-States,1
3,Private,308857,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,0
0,Private,203055,Some-college,10,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,2,United-States,0
1,Self-emp-not-inc,48935,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,1,United-States,0
4,,123345,HS-grad,9,Widowed,,Not-in-family,White,Female,0,0,4,United-States,0
1,Private,82508,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,0
1,Private,349116,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,1,United-States,0
0,Private,25497,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,0
1,Private,156192,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
